"player_page","player"
"/w/index.php?title=Cecil_M._Cranfield&action=edit&redlink=1","Cranfield"
"/w/index.php?title=Victor_Beament&action=edit&redlink=1","Beament"
"/w/index.php?title=Angus_Smith&action=edit&redlink=1","A Smith"
"/wiki/Don_Turnbull_(tennis)","Don Turnbull"
"/wiki/Harry_Hassett","Harry Hassett"
"/w/index.php?title=Willis_Teague&action=edit&redlink=1","Teague"
"/w/index.php?title=W._Bruce_Walker&action=edit&redlink=1","Walker"
"/w/index.php?title=Richard_McMichael_(tennis)&action=edit&redlink=1","McMichael"
"/w/index.php?title=W._Tytherleigh&action=edit&redlink=1","Tytherleigh"
"/w/index.php?title=Angus_Smith&action=edit&redlink=1","Smith"
"/wiki/Adrian_Quist","Quist"
"/w/index.php?title=George_Thomas_(tennis)&action=edit&redlink=1","G Thomas"
"/w/index.php?title=Jack_Purcell_(tennis)&action=edit&redlink=1","Purcell"
"/w/index.php?title=Toss_O%27Connor&action=edit&redlink=1","OConnor"
"/w/index.php?title=Robert_Thomas_(tennis)&action=edit&redlink=1","R Thomas"
"/wiki/Duncan_Thompson","Du Thompson"
"/w/index.php?title=David_Chrystal_(tennis)&action=edit&redlink=1","Chrystal"
"/w/index.php?title=Allan_Knight_(tennis)&action=edit&redlink=1","Knight"
"/wiki/Leonard_Schwartz","Schwartz"
"/wiki/Charles_Donohoe","Donohoe"
"/w/index.php?title=Reg_Ewin&action=edit&redlink=1","Ewin"
"/w/index.php?title=David_Thompson_(tennis)&action=edit&redlink=1","Da Thompson"
"/w/index.php?title=Jack_Huxtable&action=edit&redlink=1","Huxtable"
"/wiki/Jiro_Sato","Jiro Sato"
"/wiki/Vivian_McGrath","Vivian McGrath"
"/wiki/Ryosuke_Nunoi","Ryosuke Nunoi"
"/wiki/James_Willard","James Willard"
"/wiki/Jiro_Sato","Sato"
"/wiki/Vivian_McGrath","McGrath"
"/wiki/Ryosuke_Nunoi","Nunoi"
"/w/index.php?title=Joe_Rodgers_(tennis)&action=edit&redlink=1","Rodgers"
"/wiki/Takeichi_Harada","Harada"
"/wiki/Ellsworth_Vines","Ellsworth Vines"
"/wiki/Keith_Gledhill","Keith Gledhill"
"/wiki/Wilmer_Allison","Wilmer Allison"
"/wiki/Adrian_Quist","Adrian Quist"
"/wiki/Ellsworth_Vines","Vines"
"/w/index.php?title=William_Ryan_(tennis)&action=edit&redlink=1","Ryan"
"/w/index.php?title=Mervyn_Weston&action=edit&redlink=1","Weston"
"/wiki/Keith_Gledhill","Gledhill"
"/w/index.php?title=Eric_Freak&action=edit&redlink=1","Freak"
